,Unnamed: 0,date_implement,policy,metric_change,state
185,7,2021-07-16,H2_Testing policy,1.0,Iowa
186,8,2021-05-18,H6_Facial Coverings,-1.0,Iowa
187,9,2021-10-06,H6_Facial Coverings,1.0,Iowa
188,10,2021-04-05,H7_Vaccination policy,3.0,Iowa
189,0,2021-01-19,C1_School closing,-1.0,Idaho
190,1,2021-09-14,C2_Workplace closing,-1.0,Idaho
191,2,2021-02-02,C3_Cancel public events,-1.0,Idaho
192,3,2021-02-22,C4_Restrictions on gatherings,-1.0,Idaho
193,4,2021-05-11,C4_Restrictions on gatherings,-3.0,Idaho
194,5,2021-04-02,C6_Stay at home requirements,-1.0,Idaho
195,6,2021-11-08,C8_International travel controls,-2.0,Idaho
196,7,2021-07-19,H2_Testing policy,1.0,Idaho
197,8,2021-10-25,H3_Contact tracing,1.0,Idaho
198,9,2021-11-15,H3_Contact tracing,-1.0,Idaho
199,10,2021-02-22,H6_Facial Coverings,-1.0,Idaho
200,11,2021-04-27,H6_Facial Coverings,1.0,Idaho
201,12,2021-03-08,H7_Vaccination policy,1.0,Idaho
202,0,2021-01-11,C1_School closing,1.0,Illinois
203,1,2021-01-19,C1_School closing,-1.0,Illinois
204,2,2021-06-07,C2_Workplace closing,-1.0,Illinois
205,3,2021-02-04,C3_Cancel public events,-1.0,Illinois
206,4,2021-02-04,C4_Restrictions on gatherings,-1.0,Illinois
207,5,2021-06-07,C4_Restrictions on gatherings,-2.0,Illinois
208,6,2021-01-02,C6_Stay at home requirements,-1.0,Illinois
209,7,2021-06-07,C7_Restrictions on internal movement,-1.0,Illinois
210,8,2021-11-08,C8_International travel controls,-2.0,Illinois
211,9,2021-09-09,H3_Contact tracing,1.0,Illinois
212,10,2021-09-28,H3_Contact tracing,-1.0,Illinois
213,11,2021-02-10,H6_Facial Coverings,1.0,Illinois
214,12,2021-05-16,H6_Facial Coverings,-2.0,Illinois
215,13,2021-02-16,H7_Vaccination policy,1.0,Illinois
216,0,2021-09-01,C1_School closing,-1.0,Indiana
217,1,2021-09-14,C1_School closing,1.0,Indiana
218,2,2021-09-28,C1_School closing,-2.0,Indiana
219,3,2021-05-01,C2_Workplace closing,-1.0,Indiana
220,4,2021-08-15,C3_Cancel public events,-1.0,Indiana
221,5,2021-05-17,C4_Restrictions on gatherings,-1.0,Indiana
222,6,2021-07-05,C4_Restrictions on gatherings,-2.0,Indiana
223,7,2021-04-02,C6_Stay at home requirements,-1.0,Indiana
224,8,2021-03-10,C7_Restrictions on internal movement,-1.0,Indiana
225,9,2021-11-08,C8_International travel controls,-2.0,Indiana
226,10,2021-03-10,H2_Testing policy,1.0,Indiana
227,11,2021-07-05,H6_Facial Coverings,1.0,Indiana
228,12,2021-08-25,H6_Facial Coverings,-1.0,Indiana
229,13,2021-02-01,H7_Vaccination policy,1.0,Indiana
230,0,2021-04-06,C1_School closing,-2.0,Kansas
231,1,2021-11-02,C1_School closing,1.0,Kansas
232,2,2021-08-24,C2_Workplace closing,1.0,Kansas
233,3,2021-10-05,C2_Workplace closing,-1.0,Kansas
234,4,2021-02-19,C3_Cancel public events,-1.0,Kansas
235,5,2021-02-19,C4_Restrictions on gatherings,-1.0,Kansas
236,6,2021-04-04,C4_Restrictions on gatherings,1.0,Kansas
237,7,2021-04-09,C4_Restrictions on gatherings,-3.0,Kansas
238,8,2021-05-31,C5_Close public transport,-1.0,Kansas
239,9,2021-04-02,C6_Stay at home requirements,-1.0,Kansas
240,10,2021-06-07,C6_Stay at home requirements,1.0,Kansas
241,11,2021-11-08,C8_International travel controls,-1.0,Kansas
242,12,2021-04-04,H6_Facial Coverings,-1.0,Kansas
243,13,2021-03-29,H7_Vaccination policy,3.0,Kansas
244,0,2021-04-05,C1_School closing,-1.0,Kentucky
245,1,2021-07-10,C1_School closing,1.0,Kentucky
246,2,2021-04-05,C4_Restrictions on gatherings,-4.0,Kentucky
247,3,2021-05-06,C4_Restrictions on gatherings,2.0,Kentucky
248,4,2021-06-11,C4_Restrictions on gatherings,-2.0,Kentucky
249,5,2021-04-18,C5_Close public transport,-1.0,Kentucky
250,6,2021-04-02,C6_Stay at home requirements,-1.0,Kentucky
251,7,2021-11-08,C8_International travel controls,-1.0,Kentucky
252,8,2021-03-18,H2_Testing policy,-1.0,Kentucky
253,9,2021-07-19,H2_Testing policy,1.0,Kentucky
254,10,2021-04-26,H6_Facial Coverings,-1.0,Kentucky
255,11,2021-03-25,H7_Vaccination policy,1.0,Kentucky
256,12,2021-04-05,H7_Vaccination policy,2.0,Kentucky
257,0,2021-06-23,C1_School closing,-1.0,Louisiana
258,1,2021-05-15,C2_Workplace closing,-1.0,Louisiana
259,2,2021-06-05,C2_Workplace closing,1.0,Louisiana
260,3,2021-01-08,C3_Cancel public events,1.0,Louisiana
261,4,2021-01-29,C3_Cancel public events,-1.0,Louisiana
262,5,2021-01-08,C4_Restrictions on gatherings,1.0,Louisiana
263,6,2021-03-12,C4_Restrictions on gatherings,-1.0,Louisiana
264,7,2021-06-24,C4_Restrictions on gatherings,-2.0,Louisiana
265,8,2021-07-04,C4_Restrictions on gatherings,2.0,Louisiana
266,9,2021-06-24,C5_Close public transport,-1.0,Louisiana
267,10,2021-08-31,C5_Close public transport,1.0,Louisiana
268,11,2021-02-12,C6_Stay at home requirements,1.0,Louisiana
269,12,2021-02-17,C6_Stay at home requirements,-1.0,Louisiana
270,13,2021-11-08,C8_International travel controls,-1.0,Louisiana
271,14,2021-02-23,H2_Testing policy,1.0,Louisiana
272,15,2021-02-28,H2_Testing policy,-1.0,Louisiana
273,16,2021-04-30,H6_Facial Coverings,-1.0,Louisiana
274,17,2021-02-08,H7_Vaccination policy,1.0,Louisiana
275,0,2021-05-17,C1_School closing,-1.0,Massachusetts
276,1,2021-07-30,C1_School closing,1.0,Massachusetts
277,2,2021-05-29,C2_Workplace closing,-2.0,Massachusetts
278,3,2021-03-22,C3_Cancel public events,-1.0,Massachusetts
279,4,2021-05-29,C4_Restrictions on gatherings,-4.0,Massachusetts
280,5,2021-04-02,C6_Stay at home requirements,-1.0,Massachusetts
281,6,2021-03-22,C7_Restrictions on internal movement,-1.0,Massachusetts
282,7,2021-11-08,C8_International travel controls,-2.0,Massachusetts
283,8,2021-04-30,H6_Facial Coverings,-1.0,Massachusetts
284,9,2021-08-27,H6_Facial Coverings,1.0,Massachusetts
285,10,2021-02-18,H7_Vaccination policy,1.0,Massachusetts
286,11,2021-04-19,H7_Vaccination policy,2.0,Massachusetts
287,0,2021-08-13,C1_School closing,-1.0,Maryland
288,1,2021-02-01,C2_Workplace closing,-1.0,Maryland
289,2,2021-01-28,C3_Cancel public events,-1.0,Maryland
290,3,2021-02-23,C4_Restrictions on gatherings,-1.0,Maryland
291,4,2021-05-15,C4_Restrictions on gatherings,-3.0,Maryland
292,5,2021-07-19,C6_Stay at home requirements,-1.0,Maryland
293,6,2021-03-12,C7_Restrictions on internal movement,-1.0,Maryland
294,7,2021-11-08,C8_International travel controls,-2.0,Maryland
295,8,2021-02-02,H3_Contact tracing,-1.0,Maryland
296,9,2021-08-17,H3_Contact tracing,1.0,Maryland
297,10,2021-04-13,H6_Facial Coverings,-1.0,Maryland
298,11,2021-01-25,H7_Vaccination policy,1.0,Maryland
299,12,2021-04-13,H7_Vaccination policy,2.0,Maryland
300,0,2021-11-15,C1_School closing,1.0,Maine
301,1,2021-11-23,C1_School closing,-1.0,Maine
302,2,2021-04-21,C2_Workplace closing,-1.0,Maine
303,3,2021-08-15,C3_Cancel public events,-1.0,Maine
304,4,2021-05-25,C4_Restrictions on gatherings,-2.0,Maine
305,5,2021-06-03,C4_Restrictions on gatherings,-1.0,Maine
306,6,2021-01-24,C5_Close public transport,-1.0,Maine
307,7,2021-05-25,C6_Stay at home requirements,-1.0,Maine
308,8,2021-05-01,C7_Restrictions on internal movement,-1.0,Maine
309,9,2021-11-08,C8_International travel controls,-1.0,Maine
310,10,2021-07-19,H2_Testing policy,1.0,Maine
311,11,2021-04-27,H6_Facial Coverings,-1.0,Maine
312,12,2021-02-02,H7_Vaccination policy,1.0,Maine
313,13,2021-02-15,H7_Vaccination policy,-2.0,Maine
314,14,2021-03-03,H7_Vaccination policy,2.0,Maine
315,0,2021-06-25,C1_School closing,-1.0,Michigan
316,1,2021-08-27,C1_School closing,1.0,Michigan
317,2,2021-06-01,C2_Workplace closing,-2.0,Michigan
318,3,2021-08-15,C3_Cancel public events,-1.0,Michigan
319,4,2021-03-19,C4_Restrictions on gatherings,-1.0,Michigan
320,5,2021-06-22,C4_Restrictions on gatherings,-3.0,Michigan
321,6,2021-06-01,C5_Close public transport,-1.0,Michigan
322,7,2021-04-02,C6_Stay at home requirements,-1.0,Michigan
323,8,2021-11-08,C8_International travel controls,-2.0,Michigan
324,9,2021-11-09,H3_Contact tracing,-1.0,Michigan
325,10,2021-06-01,H6_Facial Coverings,-1.0,Michigan
326,11,2021-03-09,H7_Vaccination policy,1.0,Michigan
327,12,2021-04-05,H7_Vaccination policy,2.0,Michigan
328,0,2021-09-08,C1_School closing,-1.0,Minnesota
329,1,2021-01-04,C2_Workplace closing,-1.0,Minnesota
330,2,2021-01-04,C3_Cancel public events,-1.0,Minnesota
331,3,2021-03-15,C4_Restrictions on gatherings,-1.0,Minnesota
332,4,2021-05-28,C4_Restrictions on gatherings,-3.0,Minnesota
333,5,2021-05-28,C5_Close public transport,-1.0,Minnesota
334,6,2021-05-28,C6_Stay at home requirements,-1.0,Minnesota
335,7,2021-11-09,C6_Stay at home requirements,1.0,Minnesota
336,8,2021-11-08,C8_International travel controls,-1.0,Minnesota
337,9,2021-11-09,H3_Contact tracing,1.0,Minnesota
338,10,2021-03-10,H7_Vaccination policy,1.0,Minnesota
339,11,2021-03-30,H7_Vaccination policy,2.0,Minnesota
340,0,2021-01-19,C1_School closing,-1.0,Missouri
341,1,2021-05-05,C2_Workplace closing,-1.0,Missouri
342,2,2021-03-24,C3_Cancel public events,-1.0,Missouri
343,3,2021-01-05,C4_Restrictions on gatherings,1.0,Missouri
344,4,2021-03-08,C4_Restrictions on gatherings,-1.0,Missouri
345,5,2021-05-14,C4_Restrictions on gatherings,-3.0,Missouri
346,6,2021-05-18,C6_Stay at home requirements,-1.0,Missouri
347,7,2021-11-08,C8_International travel controls,-2.0,Missouri
348,8,2021-01-05,H3_Contact tracing,-1.0,Missouri
349,9,2021-06-06,H6_Facial Coverings,-1.0,Missouri
350,10,2021-01-05,H7_Vaccination policy,-1.0,Missouri
351,11,2021-01-18,H7_Vaccination policy,1.0,Missouri
352,0,2021-07-06,C1_School closing,-1.0,Mississippi
353,1,2021-04-21,C2_Workplace closing,-1.0,Mississippi
354,2,2021-08-15,C3_Cancel public events,-1.0,Mississippi
355,3,2021-03-03,C4_Restrictions on gatherings,-4.0,Mississippi
356,4,2021-04-02,C6_Stay at home requirements,-1.0,Mississippi
357,5,2021-11-08,C8_International travel controls,-2.0,Mississippi
358,6,2021-02-15,H2_Testing policy,1.0,Mississippi
359,7,2021-08-02,H6_Facial Coverings,-1.0,Mississippi
360,8,2021-02-10,H7_Vaccination policy,1.0,Mississippi
361,9,2021-03-16,H7_Vaccination policy,2.0,Mississippi
362,0,2021-01-19,C1_School closing,1.0,Montana
363,1,2021-02-08,C1_School closing,-1.0,Montana
364,2,2021-10-27,C2_Workplace closing,-1.0,Montana
365,3,2021-10-27,C3_Cancel public events,-1.0,Montana
366,4,2021-04-05,C4_Restrictions on gatherings,-1.0,Montana
367,5,2021-07-22,C4_Restrictions on gatherings,-2.0,Montana
368,6,2021-03-02,C6_Stay at home requirements,-1.0,Montana
369,7,2021-11-08,C8_International travel controls,-2.0,Montana
370,8,2021-02-12,H3_Contact tracing,1.0,Montana
371,9,2021-06-06,H3_Contact tracing,-1.0,Montana
372,10,2021-03-15,H6_Facial Coverings,-1.0,Montana
373,11,2021-03-25,H6_Facial Coverings,2.0,Montana
374,12,2021-04-05,H6_Facial Coverings,-2.0,Montana
375,13,2021-01-18,H7_Vaccination policy,1.0,Montana
376,0,2021-03-10,C1_School closing,-1.0,North Carolina
377,1,2021-10-27,C1_School closing,-2.0,North Carolina
378,2,2021-03-26,C2_Workplace closing,-1.0,North Carolina
379,3,2021-07-08,C2_Workplace closing,1.0,North Carolina
380,4,2021-01-06,C4_Restrictions on gatherings,1.0,North Carolina
381,5,2021-02-26,C4_Restrictions on gatherings,-1.0,North Carolina
382,6,2021-05-12,C4_Restrictions on gatherings,-2.0,North Carolina
383,7,2021-04-01,C6_Stay at home requirements,-1.0,North Carolina
384,8,2021-01-06,C7_Restrictions on internal movement,1.0,North Carolina
385,9,2021-02-15,C7_Restrictions on internal movement,-1.0,North Carolina
386,10,2021-11-08,C8_International travel controls,-2.0,North Carolina
387,11,2021-05-12,H2_Testing policy,1.0,North Carolina
388,12,2021-05-24,H2_Testing policy,-1.0,North Carolina
389,13,2021-02-13,H3_Contact tracing,1.0,North Carolina
390,14,2021-08-15,H3_Contact tracing,-1.0,North Carolina
391,15,2021-02-15,H6_Facial Coverings,-1.0,North Carolina
392,16,2021-01-14,H7_Vaccination policy,1.0,North Carolina
393,17,2021-04-07,H7_Vaccination policy,2.0,North Carolina
394,0,2021-01-19,C1_School closing,-1.0,North Dakota
395,1,2021-04-21,C2_Workplace closing,-1.0,North Dakota
396,2,2021-01-18,C4_Restrictions on gatherings,-2.0,North Dakota
397,3,2021-05-11,C4_Restrictions on gatherings,2.0,North Dakota
398,4,2021-06-22,C4_Restrictions on gatherings,-1.0,North Dakota
399,5,2021-04-02,C6_Stay at home requirements,-1.0,North Dakota
400,6,2021-11-08,C8_International travel controls,-1.0,North Dakota
401,7,2021-02-22,H2_Testing policy,1.0,North Dakota
402,8,2021-01-18,H6_Facial Coverings,1.0,North Dakota
403,9,2021-03-08,H6_Facial Coverings,-1.0,North Dakota
404,10,2021-01-15,H7_Vaccination policy,1.0,North Dakota
405,11,2021-03-29,H7_Vaccination policy,2.0,North Dakota
406,0,2021-03-16,C1_School closing,-1.0,Nebraska
407,1,2021-08-17,C1_School closing,1.0,Nebraska
408,2,2021-04-21,C2_Workplace closing,-1.0,Nebraska
409,3,2021-08-15,C3_Cancel public events,-1.0,Nebraska
410,4,2021-05-04,C5_Close public transport,-1.0,Nebraska
411,5,2021-11-09,C5_Close public transport,1.0,Nebraska
412,6,2021-11-09,C6_Stay at home requirements,-1.0,Nebraska
413,7,2021-11-08,C8_International travel controls,-2.0,Nebraska
414,8,2021-07-18,H2_Testing policy,-1.0,Nebraska
415,9,2021-07-19,H2_Testing policy,1.0,Nebraska
416,10,2021-01-13,H7_Vaccination policy,2.0,Nebraska
417,11,2021-03-29,H7_Vaccination policy,1.0,Nebraska
418,0,2021-03-08,C1_School closing,-1.0,New Hampshire
419,1,2021-05-08,C6_Stay at home requirements,-1.0,New Hampshire
420,2,2021-03-16,C7_Restrictions on internal movement,-1.0,New Hampshire
421,3,2021-11-08,C8_International travel controls,-1.0,New Hampshire
422,4,2021-01-30,H2_Testing policy,1.0,New Hampshire
423,5,2021-02-02,H3_Contact tracing,1.0,New Hampshire
424,6,2021-04-23,H6_Facial Coverings,-1.0,New Hampshire
425,7,2021-01-26,H7_Vaccination policy,1.0,New Hampshire
426,0,2021-06-29,C1_School closing,-2.0,New Jersey
427,1,2021-08-09,C1_School closing,1.0,New Jersey
428,2,2021-06-04,C2_Workplace closing,-1.0,New Jersey
429,3,2021-08-15,C3_Cancel public events,-1.0,New Jersey
430,4,2021-03-16,C4_Restrictions on gatherings,-1.0,New Jersey
431,5,2021-06-04,C4_Restrictions on gatherings,-3.0,New Jersey
432,6,2021-04-06,C5_Close public transport,1.0,New Jersey
433,7,2021-05-28,C5_Close public transport,-1.0,New Jersey
434,8,2021-06-01,C6_Stay at home requirements,-1.0,New Jersey
435,9,2021-11-08,C8_International travel controls,-2.0,New Jersey
436,10,2021-05-17,H6_Facial Coverings,-1.0,New Jersey
437,11,2021-01-14,H7_Vaccination policy,1.0,New Jersey
438,0,2021-04-03,C1_School closing,-1.0,New Mexico
439,1,2021-08-14,C1_School closing,1.0,New Mexico
440,2,2021-05-16,C2_Workplace closing,-1.0,New Mexico
441,3,2021-07-07,C2_Workplace closing,1.0,New Mexico
442,4,2021-03-21,C3_Cancel public events,-1.0,New Mexico
443,5,2021-04-19,C3_Cancel public events,1.0,New Mexico
444,6,2021-04-25,C4_Restrictions on gatherings,-1.0,New Mexico
445,7,2021-07-01,C4_Restrictions on gatherings,-2.0,New Mexico
446,8,2021-03-08,C5_Close public transport,-1.0,New Mexico
447,9,2021-07-01,C6_Stay at home requirements,-1.0,New Mexico
448,10,2021-02-02,C7_Restrictions on internal movement,-1.0,New Mexico
449,11,2021-11-08,C8_International travel controls,-2.0,New Mexico
450,12,2021-11-16,H3_Contact tracing,-1.0,New Mexico
451,13,2021-01-08,H7_Vaccination policy,1.0,New Mexico
452,14,2021-04-12,H7_Vaccination policy,2.0,New Mexico
453,0,2021-04-06,C1_School closing,-1.0,Nevada
454,1,2021-02-22,C2_Workplace closing,1.0,Nevada
455,2,2021-06-01,C2_Workplace closing,-2.0,Nevada
456,3,2021-08-15,C3_Cancel public events,-1.0,Nevada
457,4,2021-05-31,C4_Restrictions on gatherings,-1.0,Nevada
458,5,2021-06-01,C4_Restrictions on gatherings,-3.0,Nevada
459,6,2021-09-11,C4_Restrictions on gatherings,1.0,Nevada
460,7,2021-04-02,C6_Stay at home requirements,-1.0,Nevada
461,8,2021-11-08,C8_International travel controls,-2.0,Nevada
462,9,2021-07-16,H6_Facial Coverings,-1.0,Nevada
463,10,2021-01-14,H7_Vaccination policy,1.0,Nevada
464,11,2021-04-05,H7_Vaccination policy,2.0,Nevada
465,0,2021-09-13,C1_School closing,-1.0,New York
466,1,2021-01-05,C2_Workplace closing,-1.0,New York
467,2,2021-08-25,C2_Workplace closing,1.0,New York
468,3,2021-02-21,C3_Cancel public events,-1.0,New York
469,4,2021-03-17,C4_Restrictions on gatherings,-1.0,New York
470,5,2021-06-15,C4_Restrictions on gatherings,-2.0,New York
471,6,2021-05-04,C5_Close public transport,-1.0,New York
472,7,2021-04-06,C6_Stay at home requirements,-1.0,New York
473,8,2021-04-10,C7_Restrictions on internal movement,-1.0,New York
474,9,2021-11-08,C8_International travel controls,-2.0,New York
475,10,2021-01-05,H3_Contact tracing,1.0,New York
476,11,2021-05-17,H6_Facial Coverings,-1.0,New York
477,12,2021-05-19,H6_Facial Coverings,1.0,New York
478,13,2021-02-15,H7_Vaccination policy,1.0,New York
479,14,2021-05-17,H7_Vaccination policy,-1.0,New York
480,0,2021-06-02,C1_School closing,-1.0,Ohio
481,1,2021-06-02,C2_Workplace closing,-1.0,Ohio
482,2,2021-08-15,C3_Cancel public events,-1.0,Ohio
483,3,2021-06-02,C4_Restrictions on gatherings,-4.0,Ohio
484,4,2021-02-11,C6_Stay at home requirements,-1.0,Ohio
485,5,2021-11-08,C8_International travel controls,-2.0,Ohio
486,6,2021-06-02,H6_Facial Coverings,-1.0,Ohio
487,7,2021-01-25,H7_Vaccination policy,1.0,Ohio
488,8,2021-02-11,H7_Vaccination policy,-1.0,Ohio
489,9,2021-03-29,H7_Vaccination policy,2.0,Ohio
490,0,2021-07-06,C1_School closing,-1.0,Oklahoma
491,1,2021-09-16,C2_Workplace closing,-1.0,Oklahoma
492,2,2021-10-12,C2_Workplace closing,1.0,Oklahoma
493,3,2021-05-01,C4_Restrictions on gatherings,1.0,Oklahoma
494,4,2021-05-21,C4_Restrictions on gatherings,-1.0,Oklahoma
495,5,2021-09-16,C5_Close public transport,-1.0,Oklahoma
496,6,2021-10-12,C5_Close public transport,1.0,Oklahoma
497,7,2021-09-16,C6_Stay at home requirements,-1.0,Oklahoma
498,8,2021-11-08,C8_International travel controls,-2.0,Oklahoma
499,9,2021-05-18,H3_Contact tracing,1.0,Oklahoma
500,10,2021-04-30,H6_Facial Coverings,-1.0,Oklahoma
501,11,2021-02-22,H7_Vaccination policy,1.0,Oklahoma
502,12,2021-03-29,H7_Vaccination policy,2.0,Oklahoma
503,0,2021-04-12,C1_School closing,-1.0,Oregon
504,1,2021-07-23,C1_School closing,1.0,Oregon
505,2,2021-04-06,C2_Workplace closing,-1.0,Oregon
506,3,2021-04-30,C2_Workplace closing,1.0,Oregon
507,4,2021-04-30,C3_Cancel public events,-1.0,Oregon
508,5,2021-06-30,C4_Restrictions on gatherings,-4.0,Oregon
509,6,2021-06-14,C5_Close public transport,1.0,Oregon
510,7,2021-07-23,C5_Close public transport,-1.0,Oregon
511,8,2021-07-12,C6_Stay at home requirements,-1.0,Oregon
512,9,2021-11-08,C8_International travel controls,-2.0,Oregon
513,10,2021-05-15,H2_Testing policy,1.0,Oregon
514,11,2021-05-15,H3_Contact tracing,1.0,Oregon
515,12,2021-07-25,H3_Contact tracing,-1.0,Oregon
516,13,2021-05-18,H6_Facial Coverings,-1.0,Oregon
517,14,2021-01-08,H7_Vaccination policy,1.0,Oregon
518,15,2021-04-19,H7_Vaccination policy,2.0,Oregon
519,0,2021-06-13,C1_School closing,-2.0,Pennsylvania
520,1,2021-09-07,C1_School closing,1.0,Pennsylvania
521,2,2021-01-04,C2_Workplace closing,-1.0,Pennsylvania
522,3,2021-10-12,C2_Workplace closing,1.0,Pennsylvania
523,4,2021-08-15,C3_Cancel public events,-1.0,Pennsylvania
524,5,2021-10-12,C3_Cancel public events,1.0,Pennsylvania
525,6,2021-01-04,C4_Restrictions on gatherings,-2.0,Pennsylvania
526,7,2021-05-07,C4_Restrictions on gatherings,3.0,Pennsylvania
527,8,2021-06-02,C4_Restrictions on gatherings,-3.0,Pennsylvania
528,9,2021-04-16,C6_Stay at home requirements,-1.0,Pennsylvania
529,10,2021-03-01,C7_Restrictions on internal movement,-1.0,Pennsylvania
530,11,2021-11-08,C8_International travel controls,-2.0,Pennsylvania
531,12,2021-06-13,H6_Facial Coverings,-1.0,Pennsylvania
532,13,2021-10-12,H6_Facial Coverings,1.0,Pennsylvania
533,14,2021-01-19,H7_Vaccination policy,1.0,Pennsylvania
534,15,2021-04-13,H7_Vaccination policy,2.0,Pennsylvania
535,0,2021-01-19,C1_School closing,-1.0,Rhode Island
536,1,2021-07-06,C1_School closing,1.0,Rhode Island
537,2,2021-05-18,C2_Workplace closing,-1.0,Rhode Island
538,3,2021-10-12,C3_Cancel public events,-1.0,Rhode Island
539,4,2021-02-05,C4_Restrictions on gatherings,-1.0,Rhode Island
540,5,2021-06-22,C4_Restrictions on gatherings,-3.0,Rhode Island
541,6,2021-06-29,C6_Stay at home requirements,-1.0,Rhode Island
542,7,2021-07-18,C7_Restrictions on internal movement,-1.0,Rhode Island
543,8,2021-11-08,C8_International travel controls,-2.0,Rhode Island
544,9,2021-09-13,H3_Contact tracing,-1.0,Rhode Island
545,10,2021-09-28,H3_Contact tracing,1.0,Rhode Island
546,11,2021-05-18,H6_Facial Coverings,-1.0,Rhode Island
547,12,2021-02-18,H7_Vaccination policy,1.0,Rhode Island
548,13,2021-04-19,H7_Vaccination policy,2.0,Rhode Island
549,0,2021-03-02,C1_School closing,-1.0,South Carolina
550,1,2021-08-15,C3_Cancel public events,-1.0,South Carolina
551,2,2021-04-06,C4_Restrictions on gatherings,-2.0,South Carolina
552,3,2021-04-02,C6_Stay at home requirements,-1.0,South Carolina
553,4,2021-11-08,C8_International travel controls,-2.0,South Carolina
554,5,2021-09-05,H3_Contact tracing,-1.0,South Carolina
555,6,2021-05-11,H6_Facial Coverings,-1.0,South Carolina
556,7,2021-01-29,H7_Vaccination policy,1.0,South Carolina
557,0,2021-01-29,C1_School closing,1.0,South Dakota
558,1,2021-02-08,C1_School closing,-1.0,South Dakota
559,2,2021-04-21,C2_Workplace closing,-1.0,South Dakota
560,3,2021-08-15,C3_Cancel public events,-1.0,South Dakota
561,4,2021-04-02,C6_Stay at home requirements,-1.0,South Dakota
562,5,2021-11-08,C8_International travel controls,-2.0,South Dakota
563,6,2021-03-15,H2_Testing policy,1.0,South Dakota
564,7,2021-02-22,H7_Vaccination policy,1.0,South Dakota
565,8,2021-04-05,H7_Vaccination policy,2.0,South Dakota
566,0,2021-03-08,C1_School closing,-1.0,Tennessee
567,1,2021-08-30,C1_School closing,1.0,Tennessee
568,2,2021-10-10,C1_School closing,-2.0,Tennessee
569,3,2021-06-01,C2_Workplace closing,-2.0,Tennessee
570,4,2021-01-19,C3_Cancel public events,-1.0,Tennessee
571,5,2021-04-16,C4_Restrictions on gatherings,-1.0,Tennessee
572,6,2021-04-27,C4_Restrictions on gatherings,-3.0,Tennessee
573,7,2021-04-11,C5_Close public transport,-1.0,Tennessee
574,8,2021-04-02,C6_Stay at home requirements,-1.0,Tennessee
575,9,2021-11-08,C8_International travel controls,-2.0,Tennessee
576,10,2021-04-09,H6_Facial Coverings,-1.0,Tennessee
577,11,2021-03-08,H7_Vaccination policy,1.0,Tennessee
578,0,2021-05-10,C1_School closing,-1.0,Texas
579,1,2021-08-11,C1_School closing,1.0,Texas
580,2,2021-03-10,C2_Workplace closing,-1.0,Texas
581,3,2021-10-12,C2_Workplace closing,1.0,Texas
582,4,2021-01-26,C3_Cancel public events,-1.0,Texas
583,5,2021-08-22,C3_Cancel public events,1.0,Texas
584,6,2021-05-19,C4_Restrictions on gatherings,-4.0,Texas
585,7,2021-09-27,C6_Stay at home requirements,-1.0,Texas
586,8,2021-11-08,C8_International travel controls,-2.0,Texas
587,9,2021-01-19,H2_Testing policy,-1.0,Texas
588,10,2021-03-02,H2_Testing policy,2.0,Texas
589,11,2021-06-15,H2_Testing policy,1.0,Texas
590,12,2021-07-20,H3_Contact tracing,1.0,Texas
591,13,2021-08-06,H3_Contact tracing,-1.0,Texas
592,14,2021-07-29,H6_Facial Coverings,-1.0,Texas
593,15,2021-01-12,H7_Vaccination policy,1.0,Texas
594,16,2021-03-29,H7_Vaccination policy,2.0,Texas
595,0,2021-02-08,C1_School closing,-1.0,Utah
596,1,2021-08-20,C1_School closing,1.0,Utah
597,2,2021-08-16,C3_Cancel public events,-1.0,Utah
598,3,2021-01-05,C4_Restrictions on gatherings,-4.0,Utah
599,4,2021-03-29,C4_Restrictions on gatherings,3.0,Utah
600,5,2021-04-03,C4_Restrictions on gatherings,-3.0,Utah
601,6,2021-04-02,C6_Stay at home requirements,-1.0,Utah
602,7,2021-11-08,C8_International travel controls,-2.0,Utah
603,8,2021-07-19,H2_Testing policy,1.0,Utah
604,9,2021-02-25,H7_Vaccination policy,1.0,Utah
605,10,2021-03-24,H7_Vaccination policy,2.0,Utah
606,0,2021-07-07,C1_School closing,-1.0,Virginia
607,1,2021-05-28,C2_Workplace closing,-1.0,Virginia
608,2,2021-02-17,C3_Cancel public events,-1.0,Virginia
609,3,2021-04-01,C4_Restrictions on gatherings,-1.0,Virginia
610,4,2021-05-28,C4_Restrictions on gatherings,-2.0,Virginia
611,5,2021-03-01,C6_Stay at home requirements,-1.0,Virginia
612,6,2021-07-14,C7_Restrictions on internal movement,1.0,Virginia
613,7,2021-09-01,C7_Restrictions on internal movement,-1.0,Virginia
614,8,2021-11-08,C8_International travel controls,-2.0,Virginia
615,9,2021-03-23,H2_Testing policy,-1.0,Virginia
616,10,2021-04-13,H2_Testing policy,1.0,Virginia
617,11,2021-02-09,H3_Contact tracing,-1.0,Virginia
618,12,2021-08-16,H3_Contact tracing,1.0,Virginia
619,13,2021-02-09,H6_Facial Coverings,-1.0,Virginia
620,14,2021-04-13,H6_Facial Coverings,1.0,Virginia
621,15,2021-01-08,H7_Vaccination policy,1.0,Virginia
622,16,2021-04-18,H7_Vaccination policy,2.0,Virginia
623,0,2021-06-15,C1_School closing,-2.0,Vermont
624,1,2021-11-23,C1_School closing,1.0,Vermont
625,2,2021-03-24,C2_Workplace closing,-1.0,Vermont
